/atg/commerce/catalog/SecureProductCatalog:coverSku, ,TIMEFORMAT=M/d/yyyy h:mm a, ,LOCALE=en_US,
ID,acaBadge,additionalDetails,addedMaterialTypes,hasAdjustableHeadrest,hasAdjustableLumbar,altImages,archCoverAvlb,archwayID,atAGlanceContent,ar_enabled,auxiliaryMedia,bundleLinks,capCode,careFeatures,cleaningCode,collectionName,coverColor,colorDescription,colorNumber,commodityCode,colorFamilyImages,coverStatus,coverType,description,discountable,displayHeader,dynamicAttributes,endDate,faceContents,wtbFeatureImg1,wtbFeatureImg1Alt,wtbFeatureImg1Caption,wtbFeatureImg2,wtbFeatureImg2Alt,wtbFeatureImg2Caption,fractionalQuantitiesAllowed,fulfiller,grade,headerText,hasHeatMassage,hideAGlance,hideForCA,hideStillDeciding,hideForTextSearch,skuDocUrl,isPillowOptions,itemAcl,largeImage,wtbLeftImg,hasLiftFunction,linkDescription,listPrice,madeInUSABadge,manufacturer_part_number,mostPopular,isNew,nonreturnable,numberOfCushions,onSale,onlineExclusive,onlineExclusiveText,onlineOnly,patternName,pdpDefaultImage,perfectForInfo,performanceFabricFlag,cdpDefaultImage,cdpMouseOverImage,hasPower,productCategoryCode,prodCategoryDesc,belowFoldVideoMedia,isPurchaseable,quantity,fixedReplacementProducts,romanceCopy,salePrice,series,showOnline,dimensionImage,isSleeper,smallImage,sortOrder,startDate,status,stillDecidingLinks,hasStorage,template,thumbnailImage,unitOfMeasure,unsearchable,hasUsbChargingPort,useCareInstructions,belowFoldHowToMedia,videos,warrantyInfo,wearDatedId,wearability,wholesalePrice
LB174679,false,Authentic Leather,,,,,false,SL6LB174679,,false,,,LM,,L,Major Upholstery,79,Truffle,79,,,A,leather,"Our wide range of leather options provide long-lasting, stylish versatility that develops even more character over time.",true,,,,100% Leather/Vinyl,,,,,,,,,LB,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Indulge,,,false,,,,MU,,,false,,,,,1746,false,,,,590,,D,,,,,,true,,,,,,,9,
LB174858,false,Authentic Leather,,,,,false,SL6LB174858,,false,,,LM,,L,Major Upholstery,58,Charcoal,58,,,A,leather,Major Upholstery,true,,,,100% Leather/Vinyl,,,,,,,,,LB,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Ingenuity,,,false,,,,MU,,,false,,,,,1748,false,,,,593,,D,,,,,,true,,,,,,,9,
LB174877,false,Authentic Leather,,,,,false,SL6LB174877,,false,,,LM,,L,Major Upholstery,77,Chocolate,77,,,A,leather,"Our wide range of leather options provide long-lasting, stylish versatility that develops even more character over time.",true,,,,100% Leather/Vinyl,,,,,,,,,LB,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Ingenuity,,,false,,,,MU,,,false,,,,,1748,false,,,,594,,D,,,,,,true,,,,,,,9,
LB178058,false,,,,,,false,SL6LB178058,,false,,,LM,,L,Major Upholstery,58,Grey,,,,A,leather,Major Upholstery,true,,,,Leather/Vinyl,,,,,,,,,LB,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,,,,false,,,,MU,,,false,,,,,1780,false,,,,,,D,,,,,,true,,,,,,,2,
J211081,false,,,,,,true,SM6ZJ211081,,false,,,VS,,WS,Major Upholstery,81,Fog,,,,P,fabric,"Telluride channels the richness of hand-loomed tapestries in a plush, durable material. Inspired by Indonesian Ikat dying craftsmanship, velvety yarns layer luminous color with luxurious texture. It brightens any space with warmth and movement.",true,true,,,100% Polyester,,,,,,,false,,J,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,true,,,,,2110,true,,,,,,A,,,,,,false,,,,,,,3,
D209478,false,,,,,,true,SM6ZD209478,,false,,,UR,,S,Major Upholstery,78,Chili,,,,P,fabric,"Crete exudes warmth with its rich texture and nuanced color. It’s a plush chenille weave that delivers visual depth and sophistication with soft coziness. A premium lifestyle fabric, it withstands the wear of pets, kids, and chaos beautifully.",true,true,,,100% Polyester,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,true,,,,,2094,true,,,,,,A,,,,,,false,,,,,,,2,
BV211258,false,,,,,,false,,,false,,,VY,,UN,Major Upholstery,58,Blue Grey,,,,P,fabric,Major Upholstery,true,true,,,null,,,,,,,false,,BV,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,2112,false,,,,,,D,,,,,,false,,,,,,,2,
BV211275,false,,,,,,false,,,false,,,VY,,UN,Major Upholstery,75,Mocha,,,,P,fabric,Major Upholstery,true,true,,,null,,,,,,,false,,BV,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,2112,false,,,,,,D,,,,,,false,,,,,,,2,
BV211278,false,,,,,,false,,,false,,,VY,,UN,Major Upholstery,78,Mineral,,,,P,fabric,Major Upholstery,true,true,,,null,,,,,,,false,,BV,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,2112,false,,,,,,D,,,,,,false,,,,,,,2,
D211632,false,,,,,,true,SM6ZD211632,,false,,,DR,,S,Major Upholstery,32,Porcelain,,,,P,fabric,"The quiet elegance of Rome adds warmth and sophistication to any piece. A tightly woven chenille with subtle speckling provides a look that’s tailored but casual. Deep, natural tones make it an ideal base for elevated interiors and cozy layers.",true,true,,,100% Polyester,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,true,,,,,2116,true,,,,,,A,,,,,,false,,,,,,,2,
D211652,false,,,,,,true,SM6ZD211652,,false,,,DR,,S,Major Upholstery,52,Fog,,,,P,fabric,"The quiet elegance of Rome adds warmth and sophistication to any piece. A tightly woven chenille with subtle speckling provides a look that’s tailored but casual. Deep, natural tones make it an ideal base for elevated interiors and cozy layers.",true,true,,,100% Polyester,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,true,,,,,2116,true,,,,,,A,,,,,,false,,,,,,,2,
D211675,false,,,,,,true,SM6ZD211675,,false,,,DR,,S,Major Upholstery,75,Saddle,,,,P,fabric,"The quiet elegance of Rome adds warmth and sophistication to any piece. A tightly woven chenille with subtle speckling provides a look that’s tailored but casual. Deep, natural tones make it an ideal base for elevated interiors and cozy layers.",true,true,,,100% Polyester,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,true,,,,,2116,true,,,,,,A,,,,,,false,,,,,,,2,
D211686,false,,,,,,true,SM6ZD211686,,false,,,DR,,S,Major Upholstery,86,Indigo,,,,P,fabric,"The quiet elegance of Rome adds warmth and sophistication to any piece. A tightly woven chenille with subtle speckling provides a look that’s tailored but casual. Deep, natural tones make it an ideal base for elevated interiors and cozy layers.",true,true,,,100% Polyester,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,true,,,,,2116,true,,,,,,A,,,,,,false,,,,,,,2,
LB211258,false,,,,,,true,SL6LB211258,,false,,,LM,,L,Leather Match,58,Blue Grey,,,,P,leather,"With its lush tones and natural grain, Highbrow elevates any room with the luxury of fine leather. This exceptional article offers supple softness and a gently pebbled texture with just the right touch of sheen. It’s chic, elegant and timeless.  ",true,true,,,Leather/Vinyl,,,,,,,false,,LB,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,LS,,,true,,,,,2112,true,,,,,,A,,,,,,false,,,,,,,9,
LB211275,false,,,,,,false,,,false,,,LM,,L,Leather Match,75,Mocha,,,,P,leather,"With its lush tones and natural grain, Highbrow elevates any room with the luxury of fine leather. This exceptional article offers supple softness and a gently pebbled texture with just the right touch of sheen. It’s chic, elegant and timeless.  ",true,true,,,Leather/Vinyl,,,,,,,false,,LB,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,LS,,,true,,,,,2112,true,,,,,,A,,,,,,false,,,,,,,9,
LB211278,false,,,,,,false,,,false,,,LM,,L,Leather Match,78,Mineral,,,,P,leather,"With its lush tones and natural grain, Highbrow elevates any room with the luxury of fine leather. This exceptional article offers supple softness and a gently pebbled texture with just the right touch of sheen. It’s chic, elegant and timeless.  ",true,true,,,Leather/Vinyl,,,,,,,false,,LB,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,LS,,,true,,,,,2112,true,,,,,,A,,,,,,false,,,,,,,9,
BV653374,false,,,,,,false,,,false,,,VY,,UN,Major Upholstery,74,Cobblestone,,,,P,fabric,Major Upholstery,true,true,,,null,,,,,,,false,,BV,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,6533,false,,,,,,D,,,,,,true,,,,,,,2,
E163923,false,,,,,,false,,,false,,,UR,,WS,Major Upholstery,23,Sage,,,,P,fabric,Major Upholstery,true,true,,,100% Polyester,,,,,,,false,,E,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,1639,false,,,,,,D,,,,,,true,,,,,,,2,
E163924,false,,,,,,false,,,false,,,UR,,WS,Major Upholstery,24,Apple,,,,P,fabric,Major Upholstery,true,,,,100% Polyester,,,,,,,false,,E,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,1639,false,,,,,,D,,,,,,true,,,,,,,2,
E163926,false,,,,,,false,,,false,,,UR,,WS,Major Upholstery,26,Forest,,,,P,fabric,Major Upholstery,true,,,,null,,,,,,,false,,E,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,1639,false,,,,,,D,,,,,,true,,,,,,,2,
E163927,false,,,,,,false,,,false,,,UR,,WS,Major Upholstery,27,Evergreen,,,,P,fabric,Major Upholstery,true,,,,100% Polyester,,,,,,,false,,E,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,1639,false,,,,,,D,,,,,,true,,,,,,,2,
D209712,false,,,,,,true,SM6ZD209712,,false,,,DR,,WS,Major Upholstery,12,Canyon,,,,P,fabric,"With vibrant tones and a richly textural blend of boucle and chenille yarns, Donatello instills color and character into any space. A ranging palette offers calming neutrals and deep hues inspired by nature to add flair and artistry to decor.",true,true,,,100% Polyester,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,true,,,,,2097,true,,,,,,A,,,,,,false,,,,,,,3,
D209716,false,,,,,,true,SM6ZD209716,,false,,,DR,,WS,Major Upholstery,16,Harvest,,,,P,fabric,"With vibrant tones and a richly textural blend of boucle and chenille yarns, Donatello instills color and character into any space. A ranging palette offers calming neutrals and deep hues inspired by nature to add flair and artistry to decor.",true,true,,,100% Polyester,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,true,,,,,2097,true,,,,,,A,,,,,,false,,,,,,,3,
E163952,false,,,,,,false,,,false,,,UR,,WS,Major Upholstery,52,Ash,,,,P,fabric,Major Upholstery,true,,,,100% Polyester,,,,,,,false,,E,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,1639,false,,,,,,D,,,,,,true,,,,,,,2,
D209727,false,,,,,,true,SM6ZD209727,,false,,,DR,,WS,Major Upholstery,27,Forest,,,,P,fabric,"With vibrant tones and a richly textural blend of boucle and chenille yarns, Donatello instills color and character into any space. A ranging palette offers calming neutrals and deep hues inspired by nature to add flair and artistry to decor.",true,true,,,100% Polyester,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,true,,,,,2097,true,,,,,,A,,,,,,false,,,,,,,3,
D209732,false,,,,,,true,SM6ZD209732,,false,,,DR,,WS,Major Upholstery,32,Linen,,,,P,fabric,"With vibrant tones and a richly textural blend of boucle and chenille yarns, Donatello instills color and character into any space. A ranging palette offers calming neutrals and deep hues inspired by nature to add flair and artistry to decor.",true,true,,,100% Polyester,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,true,,,,,2097,true,,,,,,A,,,,,,false,,,,,,,3,
D179715,false,,,,,,false,,,false,,,DR,,WS,Major Upholstery,15,Ginger,,,,P,fabric,Major Upholstery,true,true,,,100% Polyester,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,1797,false,,,,,,D,,,,,,false,,,,,,,2,
D401880,false,,,,,,false,,,false,,,DR,,UN,Joybird,80,Aquatic,,,,P,fabric,Joybird,true,true,,,null,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,JO,,,false,,,,,4018,false,,,,,,D,,,,,,false,,,,,,,1,
D401930,false,,,,,,false,,,false,,,DR,,UN,Joybird,30,Cloud,,,,P,fabric,Joybird,true,true,,,null,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,JO,,,false,,,,,4019,false,,,,,,D,,,,,,false,,,,,,,2,
BV653376,false,,,,,,false,,,false,,,VY,,UN,Major Upholstery,76,Walnut,,,,P,fabric,Major Upholstery,true,true,,,null,,,,,,,false,,BV,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,6533,false,,,,,,D,,,,,,true,,,,,,,2,
BV653378,false,,,,,,false,,,false,,,VY,,UN,Major Upholstery,78,Coffee Bean,,,,P,fabric,Major Upholstery,true,true,,,null,,,,,,,false,,BV,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,6533,false,,,,,,D,,,,,,true,,,,,,,2,
BV653387,false,,,,,,false,,,false,,,VY,,UN,Major Upholstery,87,Navy,,,,P,fabric,Major Upholstery,true,true,,,null,,,,,,,false,,BV,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,6533,false,,,,,,D,,,,,,true,,,,,,,2,
BV655907,false,,,,,,false,,,false,,,VY,,UN,Promotion Cover,07,Red,,,,P,fabric,Promotion Cover,true,true,,,null,,,,,,,false,,BV,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,PR,,,false,,,,,6559,false,,,,,,D,,,,,,true,,,,,,,2,
BV655952,false,,,,,,false,,,false,,,VY,,UN,Promotion Cover,52,Grey,,,,P,fabric,Promotion Cover,true,true,,,null,,,,,,,false,,BV,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,PR,,,false,,,,,6559,false,,,,,,D,,,,,,true,,,,,,,2,
D212331,false,,,,,,false,,,false,,,UR,,WS,Chair,31,Porcelain,,,,P,fabric,LZB Chair,true,true,,,100% Polyester,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,CH,,,,,,,,2123,false,,,,,,A,,,,,,false,,,,,,,2,
BV655963,false,,,,,,false,,,false,,,VY,,UN,Promotion Cover,63,Beige,,,,P,fabric,Promotion Cover,true,,,,null,,,,,,,false,,BV,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,PR,,,false,,,,,6559,false,,,,,,D,,,,,,true,,,,,,,2,
BV655974,false,,,,,,false,,,false,,,VY,,UN,Promotion Cover,74,Chestnut,,,,P,fabric,Promotion Cover,true,,,,null,,,,,,,false,,BV,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,PR,,,false,,,,,6559,false,,,,,,D,,,,,,true,,,,,,,2,
BV655977,false,,,,,,false,,,false,,,VY,,UN,Promotion Cover,77,Chocolate,,,,P,fabric,Promotion Cover,true,,,,null,,,,,,,false,,BV,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,PR,,,false,,,,,6559,false,,,,,,D,,,,,,true,,,,,,,2,
LB653307,false,,,,,,false,,,false,,,LM,,L,Promotion Cover,07,Fire,,,,P,leather,Promotion Cover,true,,,,Leather/vinyl,,,,,,,false,,LB,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,true,,,,PR,,,false,,,,,6533,false,,,,,,D,,,,,,true,,,,,,,8,
LB653352,false,,,,,,false,,,false,,,LM,,L,Promotion Cover,52,Grey,,,,P,leather,Promotion Cover,true,,,,Leather/Vinyl,,,,,,,false,,LB,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,true,,,,PR,,,false,,,,,6533,false,,,,,,D,,,,,,true,,,,,,,8,
LB653362,false,,,,,,false,,,false,,,LM,,L,Promotion Cover,62,Stone,62,,,A,leather,Promotion Cover,true,,,,Leather/Vinyl,,,,,,,,,LB,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,true,,,,PR,,,false,,,,,6533,false,,,,,,D,,,,,,true,,,,,,,8,
LB653378,false,,,,,,false,SL6LB653378,,,,,LM,,L,Promotion Cover,78,Coffee,78,,,A,leather,"Our wide range of leather options provide long-lasting, stylish versatility that develops even more character over time.",true,true,,,Leather/Vinyl,,,,,,,false,,LB,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Solids,,,true,,,,PR,,,true,,,,,6533,true,,,,,,A,,,,,,false,,,,,,,8,
LB655907,false,,,,,,false,,,false,,,LM,,L,Promotion Cover,07,Red,,,,P,leather,Promotion Cover,true,,,,Leather/Vinyl,,,,,,,false,,LB,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,PR,,,false,,,,,6559,false,,,,,,D,,,,,,true,,,,,,,8,
LB655963,false,,,,,,false,,,false,,,LM,,L,Promotion Cover,63,Beige,,,,P,leather,Promotion Cover,true,,,,Leather/Vinyl,,,,,,,false,,LB,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,PR,,,false,,,,,6559,false,,,,,,D,,,,,,true,,,,,,,8,
LB655977,false,,,,,,false,,,false,,,LM,,L,Promotion Cover,77,Chocolate,,,,P,leather,Promotion Cover,true,,,,Leather/Vinyl,,,,,,,false,,LB,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,PR,,,false,,,,,6559,false,,,,,,D,,,,,,true,,,,,,,8,
Q193406,false,,,,,,false,,,false,,,UR,,UN,Joybird,06,Currant,,,,P,fabric,Joybird,true,,,,null,,,,,,,false,,Q,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,JO,,,false,,,,,1934,false,,,,,,D,,,,,,true,,,,,,,2,
D160662,false,Performance Fabric,"Performance,iClean",,,,false,SM6ZD160662,,,,,UR,,W,Major Upholstery,62,Antique,62,,,A,fabric,"This weft woven pile construction uses a higher pile, more casual construction, with a cross dyed yarn system, bringing two colors together in the same yarn. The look is inspired by True Grit Western Clothing.",true,,,,100% Polyester,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,i-Halifax,,,true,,,,MU,,,true,,,,,1606,true,,,,217,,A,,,,,,false,,,,,,,10,
D160678,false,Performance Fabric,"Performance,iClean",,,,true,SM6ZD160678,,,,,UR,,W,Major Upholstery,78,Java,78,,,A,fabric,"This weft woven pile construction uses a higher pile, more casual construction, with a cross dyed yarn system, bringing two colors together in the same yarn. The look is inspired by True Grit Western Clothing.",true,,,,100% Polyester,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,i-Halifax,,,true,,,,MU,,,true,,,,,1606,true,,,,218,,A,,,,,,false,,,,,,,10,
D160686,false,Performance Fabric,"Performance,iClean",,,,true,SM6ZD160686,,,,,UR,,W,Major Upholstery,86,Denim,86,,,A,fabric,"This weft woven pile construction uses a higher pile, more casual construction, with a cross dyed yarn system, bringing two colors together in the same yarn. The look is inspired by True Grit Western Clothing.",true,,,,100% Polyester,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,i-Halifax,,,true,,,,MU,,,true,,,,,1606,true,,,,219,,A,,,,,,false,,,,,,,10,
D160832,false,Performance Fabric,"Performance,iClean",,,,false,SM6ZD160832,,,,,UR,,W,Major Upholstery,32,Sisal,32,,,A,fabric,"A delight to the senses, i-Cascade is a printed, knit warp velvet cord, with a sumptuous hand. i-Cascade offers both visual and textural interest, while delivering quality performance against spills.",true,,,,100% Polyester,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,i-Cascade,,,true,,,,MU,,,true,,,,,1608,true,,,,221,,A,,,,,,false,,,,,,,10,
D160878,false,Performance Fabric,"Performance,iClean",,,,false,SM6ZD160878,,,,,UR,,W,Major Upholstery,78,Sable,78,,,A,fabric,"A delight to the senses, i-Cascade is a printed, knit warp velvet cord, with a sumptuous hand. i-Cascade offers both visual and textural interest, while delivering quality performance against spills.",true,,,,100% Polyester,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,i-Cascade,,,true,,,,MU,,,true,,,,,1608,true,,,,224,,A,,,,,,false,,,,,,,10,
D161153,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,53,Slate,,,,A,fabric,"The fabric blends subtle tones, hues and textures to make use of a new generation of American made yarns. The fabrics a simple weave structure, giving it a sculpted hand woven appearance. This fabric is made to work well on all applications.",true,,,,"93% Olefin,7% Polyester",,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,true,,,,MU,,,false,,,,,1611,false,,,,,,D,,,,,,true,,,,,,,7,
D161162,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,62,Pebble,,,,A,fabric,"The fabric blends subtle tones, hues and textures to make use of a new generation of American made yarns. The fabrics a simple weave structure, giving it a sculpted hand woven appearance. This fabric is made to work well on all applications.",true,,,,"93% Olefin,7% Polyester",,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,true,,,,MU,,,false,,,,,1611,false,,,,,,D,,,,,,true,,,,,,,7,
D165631,false,Normal Fabric,,,,,false,SM6ZD165631,,,,,DR,,S,Major Upholstery,31,Parchment,31,,,A,fabric,"Find the most fabric-oriented seat in the house with Ollie, which helps complement any of your rooms with carefully crafted confidence. 87% Polyester, 13% Acrylic with Standard Durability.",true,,,,"87% Polyester,13% Acrylic",,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Ollie,,,false,,,,MU,,,false,,,,,1656,false,,,,226,,D,,,,,,true,,,,,,,2,
D165657,false,Normal Fabric,,,,,false,SM6ZD165657,,,,,DR,,S,Major Upholstery,57,Midnight,57,,,A,fabric,"Find the most fabric-oriented seat in the house with Ollie, which helps complement any of your rooms with carefully crafted confidence. 87% Polyester, 13% Acrylic with Standard Durability.",true,,,,"87% Polyester,13% Acrylic",,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Ollie,,,false,,,,MU,,,false,,,,,1656,false,,,,227,,D,,,,,,true,,,,,,,2,
D165664,false,Normal Fabric,,,,,false,SM6ZD165664,,,,,DR,,S,Major Upholstery,64,Smoke,64,,,A,fabric,"Find the most fabric-oriented seat in the house with Ollie, which helps complement any of your rooms with carefully crafted confidence. 87% Polyester, 13% Acrylic with Standard Durability.",true,,,,"87% Polyester,13% Acrylic",,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Ollie,,,false,,,,MU,,,false,,,,,1656,false,,,,228,,D,,,,,,true,,,,,,,2,
D165667,false,Normal Fabric,,,,,false,SM6ZD165667,,,,,DR,,S,Major Upholstery,67,Granite,67,,,A,fabric,"Find the most fabric-oriented seat in the house with Ollie, which helps complement any of your rooms with carefully crafted confidence. 87% Polyester, 13% Acrylic with Standard Durability.",true,,,,"87% Polyester,13% Acrylic",,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Ollie,,,false,,,,MU,,,false,,,,,1656,false,,,,229,,D,,,,,,true,,,,,,,2,
D169303,false,Performance Fabric,Performance,,,,true,SD6ZD169303,,false,,,DR,,WS,Major Upholstery,03,Mauve,03,,,A,fabric,"For a bright modern edge, Milo provides a soft and sturdy material with a simple, tight weave. Rich colors deliver midcentury character. Gentle color mottling and cross-hatching details lend depth and contrast that brings any furniture to life.",true,,,,100% Polyester,,,,,,,false,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Milo,,,true,,,,MU,,,true,,,,,1693,true,,,,232,,A,,,,,,false,,,,,,,7,
D169307,false,,Performance,,,,false,,,false,,,DR,,WS,Major Upholstery,07,Burgundy,,,,P,fabric,Major Upholstery,true,,,,100% Polyester,,,,,,,false,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,true,,,,MU,,,false,,,,,1693,false,,,,,,D,,,,,,true,,,,,,,7,
D169314,false,Performance Fabric,Performance,,,,false,SD6ZD169314,,false,,,DR,,WS,Major Upholstery,14,Russet,14,,,A,fabric,"For a bright modern edge, Milo provides a soft and sturdy material with a simple, tight weave. Rich colors deliver midcentury character. Gentle color mottling and cross-hatching details lend depth and contrast that brings any furniture to life.",true,,,,100% Polyester,,,,,,,false,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Milo,,,true,,,,MU,,,true,,,,,1693,true,,,,233,,A,,,,,,false,,,,,,,7,
D169346,false,Performance Fabric,Performance,,,,true,SD6ZD169346,,false,,,DR,,WS,Major Upholstery,46,Sunflower,46,,,A,fabric,"For a bright modern edge, Milo provides a soft and sturdy material with a simple, tight weave. Rich colors deliver midcentury character. Gentle color mottling and cross-hatching details lend depth and contrast that brings any furniture to life.",true,,,,100% Polyester,,,,,,,false,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Milo,,,true,,,,MU,,,true,,,,,1693,true,,,,234,,A,,,,,,false,,,,,,,7,
D169350,false,,,,,,false,,,false,,,DR,,WS,Major Upholstery,50,Onyx,,,,P,fabric,Major Upholstery,true,true,,,100% Polyester,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,true,,,,MU,,,false,,,,,1693,false,,,,,,D,,,,,,true,,,,,,,7,
D169352,false,,Performance,,,,false,,,false,,,DR,,WS,Major Upholstery,52,Dove,,,,P,fabric,Major Upholstery,true,,,,100% Pollyester,,,,,,,false,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,true,,,,MU,,,false,,,,,1693,false,,,,,,D,,,,,,true,,,,,,,7,
D169362,false,Performance Fabric,Performance,,,,true,SD6ZD169362,,false,,,DR,,WS,Major Upholstery,62,Camel,62,,,A,fabric,"For a bright modern edge, Milo provides a soft and sturdy material with a simple, tight weave. Rich colors deliver midcentury character. Gentle color mottling and cross-hatching details lend depth and contrast that brings any furniture to life.",true,,,,100% Polyester,,,,,,,false,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Milo,,,true,,,,MU,,,true,,,,,1693,true,,,,235,,A,,,,,,false,,,,,,,7,
D169398,false,Performance Fabric,Performance,,,,true,SD6ZD169398,,false,,,DR,,WS,Major Upholstery,98,Teal,98,,,A,fabric,"For a bright modern edge, Milo provides a soft and sturdy material with a simple, tight weave. Rich colors deliver midcentury character. Gentle color mottling and cross-hatching details lend depth and contrast that brings any furniture to life.",true,,,,100% Polyester,,,,,,,false,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Milo,,,true,,,,MU,,,true,,,,,1693,true,,,,236,,A,,,,,,false,,,,,,,7,
