/atg/commerce/catalog/SecureProductCatalog:coverSku, ,TIMEFORMAT=M/d/yyyy h:mm a, ,LOCALE=en_US,
ID,acaBadge,additionalDetails,addedMaterialTypes,hasAdjustableHeadrest,hasAdjustableLumbar,altImages,archCoverAvlb,archwayID,atAGlanceContent,ar_enabled,auxiliaryMedia,bundleLinks,capCode,careFeatures,cleaningCode,collectionName,coverColor,colorDescription,colorNumber,commodityCode,colorFamilyImages,coverStatus,coverType,description,discountable,displayHeader,dynamicAttributes,endDate,faceContents,wtbFeatureImg1,wtbFeatureImg1Alt,wtbFeatureImg1Caption,wtbFeatureImg2,wtbFeatureImg2Alt,wtbFeatureImg2Caption,fractionalQuantitiesAllowed,fulfiller,grade,headerText,hasHeatMassage,hideAGlance,hideForCA,hideStillDeciding,hideForTextSearch,skuDocUrl,isPillowOptions,itemAcl,largeImage,wtbLeftImg,hasLiftFunction,linkDescription,listPrice,madeInUSABadge,manufacturer_part_number,mostPopular,isNew,nonreturnable,numberOfCushions,onSale,onlineExclusive,onlineExclusiveText,onlineOnly,patternName,pdpDefaultImage,perfectForInfo,performanceFabricFlag,cdpDefaultImage,cdpMouseOverImage,hasPower,productCategoryCode,prodCategoryDesc,belowFoldVideoMedia,isPurchaseable,quantity,fixedReplacementProducts,romanceCopy,salePrice,series,showOnline,dimensionImage,isSleeper,smallImage,sortOrder,startDate,status,stillDecidingLinks,hasStorage,template,thumbnailImage,unitOfMeasure,unsearchable,hasUsbChargingPort,useCareInstructions,belowFoldHowToMedia,videos,warrantyInfo,wearDatedId,wearability,wholesalePrice
H110294,false,,,,,,false,,,,,,VS,,S,Major Upholstery,94,Aloe,94,CL,,O,fabric,"Inspired by horizontal stripes and color blocking seen on fashion runways, this multi colored stripe stands out beautifully in any room setting and also works as a coordinate.",true,,,,100% Cotton,,,,,,,,,H,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Plaids & Stripes,,,false,,,,MU,,,false,,,,,1102,false,,,,,,D,,,,,,true,,,,,,,?,
F141225,false,,,,,,false,,,,,,DR,,W,Major Upholstery,25,Apple,25,CL,,O,fabric,A painterly- contemporary composition featuring water colour effects. The designers creative use of weave combinations highlights the beautiful blending of color. The brilliant edgy metal yarn is a reflection of “light”.,true,,,,100% Polyester,,,,,,,,,F,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Modern,,,false,,,,MU,,,false,,,,,1412,false,,,,,,D,,,,,,true,,,,,,,2,
G119724,false,,,,,,false,,,,,,VS,,S,Major Upholstery,,Artichoke,24,CL,,O,fabric,,true,,,,100 Polyester,,,,,,,,,G,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Geometrics,,,false,,,,MU,,,false,,,,,1197,false,,,,,,D,,,,,,true,,,,,,,?,
M162303,false,,,,,,false,,,,,,PS,,W,Major Upholstery,03,Aruba,,,,O,fabric,"A unique yarn and detailed weave effect add character to this distressed, intricate medallion design. The aged and worn effect give the pattern a vintage feel, but the colors add a modern vibe that allow mixing with traditional and modern looks.",true,,,,100% Polyester,,,,,,,,,M,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Classics,,,false,,,,MU,,,false,,,,,1623,false,,,,,,D,,,,,,true,,,,,,,16,
E122653,false,,,,,,false,,,,,,BU,,W,Chair,53,Ash,53,CL,,P,fabric,,true,,,,"88% Polyester, 12% Polyurethane",,,,,,,,,E,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,CH,,,false,,,,,1226,false,,,,,,D,,,,,,true,,,,,,,?,
L145953,false,,,,,,false,,,,,,DR,,W,Major Upholstery,53,Ash,53,CL,,P,fabric,,true,,,,"92% Polyester, 8% Cotton",,,,,,,,,L,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Modern,,,false,,,,MU,,,false,,,,,1459,false,,,,,,D,,,,,,true,,,,,,,?,
C137307,false,,,,,,false,,,,,,DR,,S,Major Upholstery,,Autumn,07,CL,,O,fabric,,true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Pearse,,,false,,,,MU,,,false,,,,,1373,false,,,,,,D,,,,,,true,,,,,,,?,
K138506,false,,,,,,false,,,,,,NP,,WS,Major Upholstery,06,Autumn,06,CL,,O,fabric,,true,,,,100% Polyester,,,,,,,,,K,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Accents,,,false,,,,MU,,,false,,,,,1385,false,,,,,,D,,,,,,true,,,,,,,2,
H141095,false,,,,,,false,,,,,,DR,,S,Major Upholstery,95,Baltic,95,CL,,O,fabric,"The one who sits makes the fit. Yeah, that’s you! Outtasight combines dimension with inspirational design, so you can make any room in your home uniquely yours. 83.27% Polyester, 16.73% Cotton with Standard Durability.",true,,,,"83.27% Polyester, 16.73% Cotton",,,,,,,,,H,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Accents,,,false,,,,MU,,,false,,,,,1410,false,,,,,,D,,,,,,true,,,,,,,2,
B654976,false,,,,,,false,,,false,,,DR,,S,Promotion Cover,,Bark,76,,,O,fabric,Promotion Cover,true,,,,100% Polyester,,,,,,,,,B,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,PR,,,false,,,,,6549,false,,,,,,D,,,,,,true,,,,,,,2,
C108163,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,63,Barley,63,CL,,O,fabric,A comfortable cozy fabric for everyone. The full faced chenille base is highlighted by an accent color.,true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1081,false,,,,,,D,,,,,,true,,,,,,,2,
LE998968,false,,,,,,false,,,,,,LS,,L,Out-sourced Sets,,Barley,68,LH,,O,leather,,true,,,,100% Leather,,,,,,,,,LE,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,OS,,,false,,,,,9989,false,,,,,,D,,,,,,true,,,,,,,?,
B654733,false,,,,,,false,,,false,,,DR,,UN,Promotion Cover,33,Barley,33,,,O,fabric,Promotion Cover,true,,,,100% Polyester,,,,,,,,,B,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,PR,,,false,,,,,6547,false,,,,,,D,,,,,,true,,,,,,,2,
C993426,false,,,,,,false,,,,,,UR,,W,Chair,26,Basil,26,CL,,O,fabric,A domestically produced woven motion velvet with a natural multi toned striae effect. It is a melody of movement that strikes all the right notes.,true,,,,"50% Acrylic, 50% Polyester",,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,CH,,,false,,,,,9934,false,,,,,,D,,,,,,true,,,,,,,2,
Q124795,false,,,,,,false,,,,,,NP,,S,Major Upholstery,95,Bayou,95,CL,,O,fabric,"This is a contemporary blend of ombré stripes intermingled among mirrored graphic elements inspired by a kaleidoscope.  ",true,,,,"44% Cotton, 34% Polyester, 22% Rayon",,,,,,,,,Q,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Modern,,,false,,,,MU,,,false,,,,,1247,false,,,,,,D,,,,,,true,,,,,,,2,
C124656,false,,,,,,false,,,,,,UR,,WS,Major Upholstery,56,Beaver,56,CL,,O,fabric,"Crafted in 100% polyester for durability, this casual, but elegant fabric is truly luxurious. Belem, unsurpassed for beauty and unrivaled in construction, is woven to bring designer style and timeless design to the most beautiful spaces.",true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1246,false,,,,,,D,,,,,,true,,,,,,,2,
C136942,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,42,Beige,42,CL,,P,fabric,,true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1369,false,,,,,,D,,,,,,true,,,,,,,?,
C990608,false,,,,,,false,,,,,,UR,,WS,Major Upholstery,08,Berry,08,CL,,P,fabric,A bold cord pattern with the look and hand of a velvet pattern. Esprit is a micro denier performance fabric.,true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,9906,false,,,,,,D,,,,,,true,,,,,,,?,
C140624,false,,,,,,false,,,,,,DR,,W,Major Upholstery,24,Birch,24,CL,,O,fabric,Tycoon is an incredible plush-tweed chenille construction featuring “gems” of colorful novelty yarn accents.,true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1406,false,,,,,,D,,,,,,true,,,,,,,2,
B653564,false,,,,,,false,,,false,,,UR,,WS,Promotion Cover,64,Biscotti,64,CL,,O,fabric,Promotion Cover,true,,,,100% Polyester,,,,,,,,,B,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,PR,,,false,,,,,6535,false,,,,,,D,,,,,,true,,,,,,,2,
E982163,false,,,,,,false,,,,,,DR,,W,Major Upholstery,63,Bisque,63,CL,,O,fabric,A warm transitional accent chenille double cloth pattern. Waters has a myriad of usages from all over to Chairs to pillows. This large botanical offers a dramatic appeal to a variety of room settings.,true,,,,100% Polyester,,,,,,,,,E,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Florals,,,false,,,,MU,,,false,,,,,9821,false,,,,,,D,,,,,,true,,,,,,,2,
C137479,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,,Bistro,79,CL,,O,fabric,,true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Essence,,,false,,,,MU,,,false,,,,,1374,false,,,,,,D,,,,,,true,,,,,,,?,
C118857,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,57,Bittersweet,57,CL,,O,fabric,,true,,,,73% Polyester 27% Acrylic,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1188,false,,,,,,D,,,,,,true,,,,,,,?,
Q124788,false,,,,,,false,,,,,,NP,,S,Major Upholstery,88,Black Cherry,88,CL,,O,fabric,"This is a contemporary blend of ombré stripes intermingled among mirrored graphic elements inspired by a kaleidoscope.  ",true,,,,"44% Cotton, 34% Polyester, 22% Rayon",,,,,,,,,Q,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Modern,,,false,,,,MU,,,false,,,,,1247,false,,,,,,D,,,,,,true,,,,,,,2,
P150950,false,,,,,,false,,,,,,DP,,WS,Major Upholstery,50,Black Tie,50,CL,,O,fabric,“The Taj Mahal” inspired this beautiful frame motif with a needlepoint detail and luxurious chenille background. Formal in design “Peacock” features updated and fresh colors making this pattern perfect for traditional and transitional settings.,true,,,,100% Polyester,,,,,,,,,P,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Classics,,,false,,,,MU,,,false,,,,,1509,false,,,,,,D,,,,,,true,,,,,,,2,
J147685,false,,,,,,false,,,,,,DR,,S,Major Upholstery,85,"Blue and Teal ",85,CL,,O,fabric,,true,,,,"65% Cotton, 35% Polyester",,,,,,,,,J,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1476,false,,,,,,D,,,,,,true,,,,,,,2,
B654185,false,,,,,,false,,,false,,,DR,,S,Promotion Cover,85,"Blue and Teal ",85,,,O,fabric,,true,,,,,,,,,,,,,B,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,true,,,,,,,false,,,,,6541,false,,,,,,D,,,,,,true,,,,,,,2,
DL981087,false,,,,,,false,,,,,,LL,,L,Chair,87,Blue and Teal berry,87,LH,,P,leather,LZB Chair,true,,,,100% Leather,,,,,,,,,DL,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,CH,,,false,,,,,9810,false,,,,,,D,,,,,,true,,,,,,,8,
N998685,false,,,,,,false,,,,,,UR,,S,Major Upholstery,85,Bluebird,85,CL,,O,fabric,"Azores is a simple silhouette of a bullfinch superimposed on the linen ground of our pattern Oriole and put into a modern repeat.  The Latin name for bullfinch, pyrrhula, is scripted below each bird.",true,,,,"65.75% Cotton, 34.25% Polyester",,,,,,,,,N,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Novelty,,,false,,,,MU,,,false,,,,,9986,false,,,,,,D,,,,,,true,,,,,,,?,
C993409,false,,,,,,false,,,,,,UR,,W,Chair,09,Bordeaux,09,CL,,O,fabric,A domestically produced woven motion velvet with a natural multi toned striae effect. It is a melody of movement that strikes all the right notes.,true,,,,"50% Acrylic, 50% Polyester",,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,CH,,,false,,,,,9934,false,,,,,,D,,,,,,true,,,,,,,2,
LF991077,false,,,,,,false,,,,,,LS,,L,Signature Leather,,Brandy,77,LH,,O,leather,Signature Leather,true,,,,100% Leather,,,,,,,,,LF,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,SIL,,,false,,,,,9910,false,,,,,,D,,,,,,true,,,,,,,?,
E122664,false,,,,,,false,,,,,,BU,,W,Chair,64,Briarwood,64,CL,,O,fabric,,true,,,,"88% Polyester, 12% Polyurethane",,,,,,,,,E,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,CH,,,false,,,,,1226,false,,,,,,D,,,,,,true,,,,,,,?,
C140678,false,,,,,,false,,,,,,DR,,W,Major Upholstery,78,Brindle,78,CL,,O,fabric,Tycoon is an incredible plush-tweed chenille construction featuring “gems” of colorful novelty yarn accents.,true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1406,false,,,,,,D,,,,,,true,,,,,,,2,
B654476,false,,,,,,false,,,,,,DR,,WS,Promotion Cover,76,Brindle,76,CL,,O,fabric,Promotion Cover,true,,,,100% Polyester,,,,,,,,,B,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,PR,,,false,,,,,6544,false,,,,,,D,,,,,,true,,,,,,,2,
C108176,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,76,Bronze,76,CL,,O,fabric,A comfortable cozy fabric for everyone. The full faced chenille base is highlighted by an accent color.,true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1081,false,,,,,,D,,,,,,true,,,,,,,2,
LF991078,false,,,,,,false,,,,,,LS,,L,Signature Leather,,Brown,78,LH,,O,leather,Signature Leather,true,,,,100% Leather,,,,,,,,,LF,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,,,,false,,,,SIL,,,false,,,,,9910,false,,,,,,D,,,,,,true,,,,,,,?,
C115576,false,,,,,,false,,,,,,DR,,W,Major Upholstery,76,Brown Sugar,76,CL,,O,fabric,"This chunky herringbone body cloth breaks new ground in the development of chenille fabric finishing by utilizing a non-woven bonded backing. Upside down is a new cozy, comfy upholstery fabric which La-Z-Boy has exclusively for this market.",true,,,,"78% Polyester, 22% Olefin",,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1155,false,,,,,,D,,,,,,true,,,,,,,2,
C990676,false,,,,,,false,,,,,,UR,,WS,Major Upholstery,76,Brown Sugar,76,CL,,O,fabric,A bold cord pattern with the look and hand of a velvet pattern. Esprit is a micro denier performance fabric.,true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,9906,false,,,,,,D,,,,,,true,,,,,,,?,
C990634,false,,,,,,false,,,,,,UR,,WS,Major Upholstery,34,Buckwheat,34,CL,,O,fabric,A bold cord pattern with the look and hand of a velvet pattern. Esprit is a micro denier performance fabric.,true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,9906,false,,,,,,D,,,,,,true,,,,,,,?,
LF991009,false,,,,,,false,,,,,,LS,,L,Signature Leather,,Burgundy,09,LH,,O,leather,Signature Leather,true,,,,100% Leather,,,,,,,,,LF,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,SIL,,,false,,,,,9910,false,,,,,,D,,,,,,true,,,,,,,?,
F102008,false,,,,,,false,,,,,,DR,,S,Major Upholstery,08,Burgundy,08,CL,,O,fabric,,true,,,,"61% Polyester, 39% Rayon",,,,,,,,,F,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Florals,,,false,,,,MU,,,false,,,,,1020,false,,,,,,D,,,,,,true,,,,,,,?,
LB652409,false,,,,,,false,,,,,,LM,,L,Chair,,Burgundy,09,LH,,O,leather,,true,,,,Leather/Vinyl,,,,,,,,,LB,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,CH,,,false,,,,,6524,false,,,,,,D,,,,,,true,,,,,,,?,
Q145747,false,,,,,,false,,,,,,VS,,S,Major Upholstery,47,Burlap,47,CL,,O,fabric,"With inspiration from motifs of native America, Mojave Lane creates a hand-crafted look and feel. It's an updated design which will add impact to any decor. A versatile fabric at home on a sofa, chair or accent pillows. Casual, but sophisticated.",true,,,,"45% Cotton, 28% Olefin, 14% Acrylic, 13% Polyester",,,,,,,,,Q,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Novelty,,,false,,,,MU,,,false,,,,,1457,false,,,,,,D,,,,,,true,,,,,,,2,
C995274,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,74,Burlap,74,CL,,O,fabric,"An incredibly soft chenille cord.  Due to its unique combination of weaves there is a subtle horizontal banding which offsets the vertical ribs.  In the channels between the chenille, 2 colors of boucle mix with a multi color warp add interest.",true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,9952,false,,,,,,D,,,,,,true,,,,,,,?,
C124662,false,,,,,,false,,,,,,UR,,WS,Major Upholstery,62,Burlap,62,CL,,O,fabric,"Crafted in 100% polyester for durability, this casual, but elegant fabric is truly luxurious. Belem, unsurpassed for beauty and unrivaled in construction, is woven to bring designer style and timeless design to the most beautiful spaces.",true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1246,false,,,,,,D,,,,,,true,,,,,,,2,
C145616,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,16,Butternut,16,CL,,P,fabric,,true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,true,,false,,,false,Secondary,,,false,,,,MU,,,false,,,,,1456,false,,,,,,D,,,,,,true,,,,,,,?,
F137984,false,,,,,,false,,,,,,DR,,S,Major Upholstery,84,Cabana Blue,84,CL,,O,fabric,,true,,,,"51% Cotton, 49% Polyester",,,,,,,,,F,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Secondary,,,false,,,,MU,,,false,,,,,1379,false,,,,,,D,,,,,,true,,,,,,,?,
C160586,false,,,,,,false,,,,,,UR,,S,Major Upholstery,86,Cadet,,,,O,fabric,Madison is a dobby texture construction in 100% polyester featuring a twill chevron effect. The warp includes a fancy yarn with a heather color effect which is floated on the chenille surface to create the subtle twill.,true,,,,"92% Polyester, 8% Linen",,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1605,false,,,,,,D,,,,,,true,,,,,,,2,
LB162878,false,,,,,,false,,,,,,LM,,L,Signature Leather,78,Brown,,,,O,leather,Signature Leather,true,,,,null,,,,,,,,,LB,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,,,,false,,,,SIL,,,false,,,,,1628,false,,,,,,D,,,,,,true,,,,,,,2,
LB162857,false,,,,,,false,,,,,,LM,,L,Signature Leather,57,Charcoal,,,,O,leather,Signature Leather,true,,,,null,,,,,,,,,LB,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,,,,false,,,,SIL,,,false,,,,,1628,false,,,,,,D,,,,,,true,,,,,,,2,
C107778,false,,,,,,false,,,,,,DR,,S,Major Upholstery,78,CafÃ©,78,CL,,P,fabric,"“Harrison” is an elegant small chevron with a luxurious hand. This rich texture is colored in livable shades and flexible applications that speak to today’s global, traditional and modern home furnishing trends.",true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1077,false,,,,,,D,,,,,,true,,,,,,,2,
D948346,false,,,,,,false,,,,,,DR,,W,Major Upholstery,,Café,46,CL,,P,fabric,,true,,,,100% Polyester,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,9483,false,,,,,,D,,,,,,true,,,,,,,?,
LB115878,false,,,,,,false,,,,,,LM,,L,Out-sourced Sets,,Café,78,LH,,O,leather,,true,,,,100% Leather/Vinyl,,,,,,,,,LB,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,,,,false,,,,OS,,,false,,,,,1158,false,,,,,,D,,,,,,true,,,,,,,?,
C115538,false,,,,,,false,,,,,,DR,,W,Major Upholstery,38,Camel,38,CL,,O,fabric,"This chunky herringbone body cloth breaks new ground in the development of chenille fabric finishing by utilizing a non-woven bonded backing. Upside down is a new cozy, comfy upholstery fabric which La-Z-Boy has exclusively for this market.",true,,,,"78% Polyester, 22% Olefin",,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1155,false,,,,,,D,,,,,,true,,,,,,,2,
L114594,false,,,,,,false,,,,,,NP,,WS,Major Upholstery,94,Canyon,94,CL,,P,fabric,"A Central African tribal design composed of triangular shapes, color, and texture.",true,,,,100% Polyester,,,,,,,,,L,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Novelty,,,false,,,,MU,,,false,,,,,1145,false,,,,,,D,,,,,,true,,,,,,,2,
C137476,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,,Cappucino,76,CL,,O,fabric,,true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Essence,,,false,,,,MU,,,false,,,,,1374,false,,,,,,D,,,,,,true,,,,,,,?,
DL981074,false,,,,,,false,,,,,,LL,,L,Chair,74,Caramel,74,LH,,P,leather,LZB Chair,true,,,,100% Leather,,,,,,,,,DL,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,CH,,,false,,,,,9810,false,,,,,,D,,,,,,true,,,,,,,8,
LB650374,false,,,,,,false,,,,,,PR,,W,Promotion Cover,,Caramel,74,CL,,O,fabric,,true,,,,,,,,,,,,,LB,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Asuza,,,false,,,,PR,,,false,,,,,6503,false,,,,,,D,,,,,,true,,,,,,,?,
D118776,false,,,,,,false,,,,,,UR,,WS,Chair,76,Caramel,76,CL,,P,fabric,,true,,,,100% Polyester,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,CH,,,false,,,,,1187,false,,,,,,D,,,,,,true,,,,,,,2,
J135405,false,,,,,,false,,,,,,DR,,S,Major Upholstery,05,Cardinal,05,CL,,O,fabric,"A leaf pattern with lots of texture and surface interest. Woven on an end and end warp utilizing 3 fill colors, it provides many color combinations to match back to base cloths. This look is very clean and offers clear color.",true,,,,100% Polyester,,,,,,,,,J,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Florals,,,false,,,,MU,,,false,,,,,1354,false,,,,,,D,,,,,,true,,,,,,,2,
C109308,false,,,,,,false,,,,,,DR,,WS,Chair,08,Cardinal,08,CL,,O,fabric,The fresh combination of satin diamonds offset with contrasting chenille accents are crafted together forming pattern Saval. The intricate weave effects utilizing finite detail and rich authentic hues fuse together to form this elegant fabric.,true,,,,"72% Polyester, 28% Rayon",,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Secondary,,,false,,,,CH,,,false,,,,,1093,false,,,,,,D,,,,,,true,,,,,,,?,
H123596,false,,,,,,false,,,,,,NP,,WS,Major Upholstery,96,Carribean,96,CL,,P,fabric,"A casual-chic linen stripe, featuring a dimensional ombre' of lovely colors.",true,,,,"77% Polyester, 13% Linen, 11% Cotton",,,,,,,,,H,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Plaids & Stripes,,,false,,,,MU,,,false,,,,,1235,false,,,,,,D,,,,,,true,,,,,,,2,
C140637,false,,,,,,false,,,,,,DR,,W,Major Upholstery,37,Cashmere,37,CL,,O,fabric,Tycoon is an incredible plush-tweed chenille construction featuring “gems” of colorful novelty yarn accents.,true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1406,false,,,,,,D,,,,,,true,,,,,,,2,
C990672,false,,,,,,false,,,,,,UR,,WS,Major Upholstery,72,Cashmere,72,CL,,P,fabric,A bold cord pattern with the look and hand of a velvet pattern. Esprit is a micro denier performance fabric.,true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,9906,false,,,,,,D,,,,,,true,,,,,,,?,
F102017,false,,,,,,false,,,,,,DR,,S,Major Upholstery,17,Cayenne,17,CL,,P,fabric,,true,,,,"61% Polyester, 39% Rayon",,,,,,,,,F,,,,false,,true,,,,,,,,,false,,false,false,true,,false,,,false,Florals,,,false,,,,MU,,,false,,,,,1020,false,,,,,,D,,,,,,true,,,,,,,?,
B158008,false,,,,,,false,,,,,,DR,,S,Chair,08,Cayenne,,,,P,fabric,"Hand Woven is a luxurious super soft polyester chenille fabric that has chenille in both directions. This durable fabric is uses subtle slubs to give the pattern a high-end distressed look. This soft, thick chenille also has a rich velvet-feel.",true,,,,"86% Polyester, 14% Polypropylene",,,,,,,,,B,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Secondary,,,false,,,,CH,,,false,,,,,1580,false,,,,,,D,,,,,,true,,,,,,,2,
J150732,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,32,Champagne,32,CL,,P,fabric,A spectacular animal skin creation woven with a velvety tweed chenille and a background of luminous metal yarns.,true,,,,100% Polyester,,,,,,,,,J,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Secondary,,,false,,,,MU,,,false,,,,,1507,false,,,,,,D,,,,,,true,,,,,,,2,
G141655,false,,,,,,false,,,,,,DR,,W,Major Upholstery,55,Charcoal,55,CL,,O,fabric,"An expressionistic rendition of a whimsical floral with deep mixes of color, and a slub weave affect running through the crackled ground.",true,,,,"94% Polyester, 6% Rayon",,,,,,,,,G,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Classics,,,false,,,,MU,,,false,,,,,1416,false,,,,,,D,,,,,,true,,,,,,,2,
